ActivityStartDate,ActivityStartTime/Time,ActivityEndDate,ActivityEndTime/Time,MonitoringLocationIdentifier,ActivityDepthHeightMeasure/MeasureValue,ActivityMediaName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,MeasureQualifierCode,DetectionQuantitationLimitMeasure/MeasureValue,ResultDetectionConditionText,ProjectIdentifier,ResultAnalyticalMethod/MethodName,ProviderName,ActivityDepthHeightMeasure/MeasureUnitCode
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Dibutyl phthalate,,,Accepted,DL,400.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-04,12:20:00,2014-06-04,12:20:00,EPA_GLNPO-SC14:SD022,,Sediment,Aroclor 1260,,,Accepted,DL,97.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,15:50:00,2014-06-05,15:50:00,EPA_GLNPO-SC14:SD049,,Sediment,Acenaphthylene,1.6,ug/kg,Accepted,,1.2,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,14:25:00,2014-06-05,14:25:00,EPA_GLNPO-SC14:SD048,,Sediment,Antimony,13,mg/kg,Accepted,,3.2,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-06,09:50:00,2014-06-06,09:50:00,EPA_GLNPO-SC14:SD037,,Sediment,"Dibenz[a,h]anthracene",8,ug/kg,Accepted,,1.1,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-06,09:50:00,2014-06-06,09:50:00,EPA_GLNPO-SC14:SD037,,Sediment,Silver,0.099,mg/kg,Accepted,J,2.1,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,14:25:00,2014-06-05,14:25:00,EPA_GLNPO-SC14:SD048,,Sediment,Lead,470,mg/kg,Accepted,,3.2,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,Moisture content,40,%,Accepted,,0.05,,GLLA-SWC2014,"2540 G ~ Total, Fixed and Volatile Solids",STORET,
2014-06-06,08:25:00,2014-06-06,08:25:00,EPA_GLNPO-SC14:SD045,,Sediment,N-Nitrosodiphenylamine,,,Accepted,DL,190.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-11-25,,,,21OHIO_WQX-P11S74,,Water,Sulfate,64.9,mg/L,Final,,,,1162,USEPA 375.2,STORET,
2014-06-05,14:10:00,2014-06-05,14:10:00,EPA_GLNPO-SC14:SD048,,Sediment,2-Methylnaphthalene,27,ug/kg,Accepted,,3.3,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,14:55:00,2014-06-05,14:55:00,EPA_GLNPO-SC14:SD021,,Sediment,Oil and Grease,1100,mg/kg,Accepted,,830.0,,GLLA-SWC2014,"n-Hexane extractable material for sludge, sediment, etc.",STORET,
2014-06-06,09:50:00,2014-06-06,09:50:00,EPA_GLNPO-SC14:SD037,,Sediment,p-Chlorophenyl phenyl ether,,,Accepted,DL,180.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,p-Chloroaniline,,,Accepted,DL,770.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:25:00,2014-06-05,14:25:00,EPA_GLNPO-SC14:SD048,,Sediment,Aroclor 1242,71,ug/kg,Accepted,J;U,130.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,08:25:00,2014-06-06,08:25:00,EPA_GLNPO-SC14:SD045,,Sediment,Tetrachloro-m-xylene,92.0999999999999,%,Accepted,,,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-03,16:15:00,2014-06-03,16:15:00,EPA_GLNPO-SC14:SD027,,Sediment,Aroclor 1248,,,Accepted,DL,110.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,08:25:00,2014-06-06,08:25:00,EPA_GLNPO-SC14:SD045,,Sediment,Aroclor 1016,,,Accepted,DL,100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-03,15:25:00,2014-06-03,15:25:00,EPA_GLNPO-SC14:SD028,,Sediment,Aroclor 1242,,,Accepted,DL,110.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,08:20:00,2014-06-06,08:20:00,EPA_GLNPO-SC14:SD045,,Sediment,Aroclor 1268,,,Accepted,DL,100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,09:50:00,2014-06-06,09:50:00,EPA_GLNPO-SC14:SD037,,Sediment,o-Chlorophenol,,,Accepted,DL,180.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,09:25:00,2014-06-06,09:25:00,EPA_GLNPO-SC14:SD036,,Sediment,"2,4,6-Trichlorophenol",,,Accepted,DL,180.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,09:50:00,2014-06-06,09:50:00,EPA_GLNPO-SC14:SD037,,Sediment,2-Chloronaphthalene,,,Accepted,DL,7.6,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:25:00,2014-06-05,14:25:00,EPA_GLNPO-SC14:SD048,,Sediment,Barium,110,mg/kg,Accepted,,3.2,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,14:10:00,2014-06-05,14:10:00,EPA_GLNPO-SC14:SD048,,Sediment,Aroclor 1242,77,ug/kg,Accepted,J;U,140.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-03,15:10:00,2014-06-03,15:10:00,EPA_GLNPO-SC14:SD028,,Sediment,Aroclor 1248,,,Accepted,DL,130.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,p-Terphenyl-d14,61.1,%,Accepted,,,,GLLA-SWC2014,ORO and/or DRO,STORET,
2014-06-06,09:25:00,2014-06-06,09:25:00,EPA_GLNPO-SC14:SD036,,Sediment,Pyrene,160,ug/kg,Accepted,J,12.0,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-06,09:20:00,2014-06-06,09:20:00,EPA_GLNPO-SC14:SD036,,Sediment,Beryllium,0.45,mg/kg,Accepted,J,0.88,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,N-Nitrosodimethylamine,,,Accepted,DL,190.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,09:25:00,2014-06-06,09:25:00,EPA_GLNPO-SC14:SD036,,Sediment,Thallium,0.097,mg/kg,Accepted,J,2.0,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Aroclor 1254,,,Accepted,DL,97.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,15:30:00,2014-06-05,15:30:00,EPA_GLNPO-SC14:SD050,,Sediment,p-Chlorophenyl phenyl ether,,,Accepted,DL,200.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:55:00,2014-06-05,14:55:00,EPA_GLNPO-SC14:SD021,,Sediment,Antimony,1.5,mg/kg,Accepted,J,2.2,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,18:00:00,2014-06-05,18:00:00,EPA_GLNPO-SC14:SD026,,Sediment,Aroclor 1254,49,ug/kg,Accepted,J;U,130.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,14:50:00,2014-06-05,14:50:00,EPA_GLNPO-SC14:SD021,,Sediment,Benzo[a]pyrene,15000,ug/kg,Accepted,,840.0,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,15:35:00,2014-06-05,15:35:00,EPA_GLNPO-SC14:SD050,,Sediment,"Benzo[g,h,i]perylene",3200,ug/kg,Accepted,,2100.0,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:55:00,2014-06-05,14:55:00,EPA_GLNPO-SC14:SD021,,Sediment,Benzo[a]pyrene,7600,ug/kg,Accepted,,730.0,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Hexachlorobenzene,,,Accepted,DL,190.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,13:20:00,2014-06-06,13:20:00,EPA_GLNPO-SC14:SD044,,Sediment,Benzo[a]pyrene,140,ug/kg,Accepted,,1.2,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-09-25,,,,21OHIO_WQX-P11S74,,Water,Zinc,,,Final,,10.0,Present Below Quantification Limit,1162,,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,p-Terphenyl-d14,95.5,%,Accepted,,,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-10-14,,,,21OHIO_WQX-P11S74,,Water,Chloride,212.0,mg/L,Final,,,,1162,USEPA 325.1,STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,Acetophenone,,,Accepted,DL,1100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,15:50:00,2014-06-05,15:50:00,EPA_GLNPO-SC14:SD049,,Sediment,Benzo[k]fluoranthene,38,ug/kg,Accepted,,1.2,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-06,08:25:00,2014-06-06,08:25:00,EPA_GLNPO-SC14:SD045,,Sediment,o-Cresol,16,ug/kg,Accepted,J;U,190.0,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,09:20:00,2014-06-06,09:20:00,EPA_GLNPO-SC14:SD036,,Sediment,Aroclor 1248,,,Accepted,DL,92.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,14:25:00,2014-06-05,14:25:00,EPA_GLNPO-SC14:SD048,,Sediment,Benz[a]anthracene,320,ug/kg,Accepted,J,3.1,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,15:35:00,2014-06-05,15:35:00,EPA_GLNPO-SC14:SD050,,Sediment,Antimony,9.4,mg/kg,Accepted,,2.2,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,Selenium,1.5,mg/kg,Accepted,J,3.3,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Benzyl alcohol,,,Accepted,DL,770.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Cobalt,2.9,mg/kg,Accepted,,2.0,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-03,15:25:00,2014-06-03,15:25:00,EPA_GLNPO-SC14:SD028,,Sediment,Aroclor 1262,,,Accepted,DL,110.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,15:50:00,2014-06-05,15:50:00,EPA_GLNPO-SC14:SD049,,Sediment,Aroclor 1248,110,ug/kg,Accepted,J,98.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,14:10:00,2014-06-05,14:10:00,EPA_GLNPO-SC14:SD048,,Sediment,Beryllium,0.35,mg/kg,Accepted,J,1.1,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-06,13:20:00,2014-06-06,13:20:00,EPA_GLNPO-SC14:SD044,,Sediment,Antimony,0.082,mg/kg,Accepted,J,2.1,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,14:10:00,2014-06-05,14:10:00,EPA_GLNPO-SC14:SD048,,Sediment,"1,2,4,5-Tetrachlorobenzene",,,Accepted,DL,1100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,09:55:00,2014-06-06,09:55:00,EPA_GLNPO-SC14:SD037,,Sediment,Chromium,7.6,mg/kg,Accepted,,2.4,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-06,08:20:00,2014-06-06,08:20:00,EPA_GLNPO-SC14:SD045,,Sediment,Aroclor 1248,,,Accepted,DL,100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Antimony,0.16,mg/kg,Accepted,J,2.0,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,p-Nitroaniline,,,Accepted,DL,790.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,09:20:00,2014-06-06,09:20:00,EPA_GLNPO-SC14:SD036,,Sediment,Mercury,0.015,mg/kg,Accepted,J,0.0232,,GLLA-SWC2014,EPA SW7471 for Mercury (version not specified),STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,p-Terphenyl-d14,77.7999999999999,%,Accepted,,,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-03,15:10:00,2014-06-03,15:10:00,EPA_GLNPO-SC14:SD028,,Sediment,Aroclor 1242,810,ug/kg,Accepted,,130.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,14:25:00,2014-06-05,14:25:00,EPA_GLNPO-SC14:SD048,,Sediment,Naphthalene,14,ug/kg,Accepted,,3.1,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,N-Nitrosodiphenylamine,,,Accepted,DL,190.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,13:20:00,2014-06-06,13:20:00,EPA_GLNPO-SC14:SD044,,Sediment,Acenaphthylene,11,ug/kg,Accepted,,1.2,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-06,13:20:00,2014-06-06,13:20:00,EPA_GLNPO-SC14:SD044,,Sediment,Benzo[k]fluoranthene,73,ug/kg,Accepted,,1.2,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,N-Nitrosodi-n-propylamine,,,Accepted,DL,190.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,Benzo(b)fluoranthene,620,ug/kg,Accepted,,49.0,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-03,15:10:00,2014-06-03,15:10:00,EPA_GLNPO-SC14:SD028,,Sediment,Aroclor 1254,,,Accepted,DL,130.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-10-14,,,,21OHIO_WQX-P11S74,,Water,Total suspended solids,8.0,mg/L,Final,,,,1162,SM 2540D,STORET,
2014-06-03,16:50:00,2014-06-03,16:50:00,EPA_GLNPO-SC14:SD027,,Sediment,Aroclor 1262,,,Accepted,DL,100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,Diesel range organics,7700000,ug/kg,Accepted,J,27000.0,,GLLA-SWC2014,ORO and/or DRO,STORET,
2014-06-06,09:50:00,2014-06-06,09:50:00,EPA_GLNPO-SC14:SD037,,Sediment,Nitrobenzene-D5,27.3999999999999,%,Accepted,,,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,16:50:00,2014-06-05,16:50:00,EPA_GLNPO-SC14:SD047,,Sediment,Arsenic,4.4,mg/kg,Accepted,,3.1,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,16:50:00,2014-06-05,16:50:00,EPA_GLNPO-SC14:SD047,,Sediment,Polycyclic aromatic hydrocarbons,5500,ug/kg,Accepted,,3.3,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,Aroclor 1260,50,ug/kg,Accepted,J;U,140.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-03,16:20:00,2014-06-03,16:20:00,EPA_GLNPO-SC14:SD027,,Sediment,Aroclor 1260,,,Accepted,DL,110.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,15:30:00,2014-06-05,15:30:00,EPA_GLNPO-SC14:SD050,,Sediment,Aroclor 1221,57,ug/kg,Accepted,J;U,100.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,Di-n-octyl phthalate,,,Accepted,DL,520.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,Zinc,380,mg/kg,Accepted,,6.6,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,15:30:00,2014-06-05,15:30:00,EPA_GLNPO-SC14:SD050,,Sediment,Benzo[k]fluoranthene,68,ug/kg,Accepted,,1.3,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-06,09:50:00,2014-06-06,09:50:00,EPA_GLNPO-SC14:SD037,,Sediment,Dibutyl phthalate,,,Accepted,DL,370.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:55:00,2014-06-05,14:55:00,EPA_GLNPO-SC14:SD021,,Sediment,Copper,910,mg/kg,Accepted,,22.0,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,15:35:00,2014-06-05,15:35:00,EPA_GLNPO-SC14:SD050,,Sediment,Fluorene,39000,ug/kg,Accepted,,2100.0,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,09:25:00,2014-06-06,09:25:00,EPA_GLNPO-SC14:SD036,,Sediment,"2,4-Dinitrotoluene",,,Accepted,DL,180.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,"2,4,6-Trichlorophenol",,,Accepted,DL,190.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,09:25:00,2014-06-06,09:25:00,EPA_GLNPO-SC14:SD036,,Sediment,Lead,340,mg/kg,Accepted,,2.0,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-05,14:10:00,2014-06-05,14:10:00,EPA_GLNPO-SC14:SD048,,Sediment,"4,6-Dinitro-o-cresol",,,Accepted,DL,1100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-10-14,,,,21OHIO_WQX-P11S74,,Water,Sulfate,126.0,mg/L,Final,,,,1162,USEPA 375.2,STORET,
2014-06-05,15:30:00,2014-06-05,15:30:00,EPA_GLNPO-SC14:SD050,,Sediment,Phenol,,,Accepted,DL,200.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:15:00,2014-06-05,14:15:00,EPA_GLNPO-SC14:SD048,,Sediment,"2,6-Dinitrotoluene",,,Accepted,DL,520.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Phenol-D6,75.7999999999999,%,Accepted,,,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-10-14,13:19:00,,,21OHIO_WQX-P11S74,,Water,Specific conductance,1513,umho/cm,Final,,,,1162,,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Lead,25,mg/kg,Accepted,J,2.0,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
2014-06-06,09:50:00,2014-06-06,09:50:00,EPA_GLNPO-SC14:SD037,,Sediment,Oil and Grease,110,mg/kg,Accepted,J,700.0,,GLLA-SWC2014,"n-Hexane extractable material for sludge, sediment, etc.",STORET,
2014-06-05,15:30:00,2014-06-05,15:30:00,EPA_GLNPO-SC14:SD050,,Sediment,Benzo[a]pyrene,120,ug/kg,Accepted,,1.3,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,16:50:00,2014-06-05,16:50:00,EPA_GLNPO-SC14:SD047,,Sediment,Aroclor 1262,46,ug/kg,Accepted,J;U,130.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-09-25,,,,21OHIO_WQX-P11S74,,Water,Phosphorus,0.027,mg/L,Final,,,,1162,USEPA 365.4,STORET,
2014-06-05,15:50:00,2014-06-05,15:50:00,EPA_GLNPO-SC14:SD049,,Sediment,Aroclor 1260,36,ug/kg,Accepted,J;U,98.0,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-04,11:40:00,2014-06-04,11:40:00,EPA_GLNPO-SC14:SD023,,Sediment,Aroclor 1254,,,Accepted,DL,100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-03,15:15:00,2014-06-03,15:15:00,EPA_GLNPO-SC14:SD028,,Sediment,Aroclor 1254,,,Accepted,DL,110.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-05,16:45:00,2014-06-05,16:45:00,EPA_GLNPO-SC14:SD047,,Sediment,Chrysene,730,ug/kg,Accepted,,47.0,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-06,08:25:00,2014-06-06,08:25:00,EPA_GLNPO-SC14:SD045,,Sediment,Nitrobenzene,,,Accepted,DL,190.0,Below Sample-specific Detect Limit,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-06-05,14:55:00,2014-06-05,14:55:00,EPA_GLNPO-SC14:SD021,,Sediment,Aroclor 1268,,,Accepted,DL,120.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,08:20:00,2014-06-06,08:20:00,EPA_GLNPO-SC14:SD045,,Sediment,"Indeno[1,2,3-cd]pyrene",68,ug/kg,Accepted,,1.3,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,16:45:00,2014-06-05,16:45:00,EPA_GLNPO-SC14:SD047,,Sediment,Benzo[k]fluoranthene,260,ug/kg,Accepted,J,4.0,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,15:30:00,2014-06-05,15:30:00,EPA_GLNPO-SC14:SD050,,Sediment,Phenanthrene,140,ug/kg,Accepted,,1.3,,GLLA-SWC2014,EPA SW-846 8270D (SIM),STORET,
2014-06-05,15:30:00,2014-06-05,15:30:00,EPA_GLNPO-SC14:SD050,,Sediment,Oil and Grease,170,mg/kg,Accepted,J,760.0,,GLLA-SWC2014,"n-Hexane extractable material for sludge, sediment, etc.",STORET,
2014-06-05,15:35:00,2014-06-05,15:35:00,EPA_GLNPO-SC14:SD050,,Sediment,Benzo(b)fluoranthene,6500,ug/kg,Accepted,,2100.0,,GLLA-SWC2014,8270 D ~ Semivolatile Organic Compounds by GC/MS,STORET,
2014-12-17,,,,21OHIO_WQX-P11S74,,Water,Kjeldahl nitrogen,0.61,mg/L,Final,,,,1385,USEPA 351.2,STORET,
2014-06-05,17:50:00,2014-06-05,17:50:00,EPA_GLNPO-SC14:SD026,,Sediment,Aroclor 1221,,,Accepted,DL,110.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-04,11:40:00,2014-06-04,11:40:00,EPA_GLNPO-SC14:SD023,,Sediment,Decachlorobiphenyl,86.0999999999999,%,Accepted,,,,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,08:20:00,2014-06-06,08:20:00,EPA_GLNPO-SC14:SD045,,Sediment,Aroclor 1254,,,Accepted,DL,100.0,Below Sample-specific Detect Limit,GLLA-SWC2014,Polychlorinated Biphenyls (PCBs) by Gas Chromatography,STORET,
2014-06-06,13:30:00,2014-06-06,13:30:00,EPA_GLNPO-SC14:SD044,,Sediment,Barium,31,mg/kg,Accepted,J,2.1,,GLLA-SWC2014,6020 A ~ ICP-MS,STORET,
